"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스"
"점원","시가의 80%가격으로 올라왔네요.","I","부동산","토지","0","10","시세문의","","A","","","","","시가의 80% 가격으로 올라왔네요.","시가, 80%, 가격","","80%/비율"
"고객","이 상가는 몇평 인가요?","I","부동산","상가","1","1","면적문의","","Q","","이 상가는 몇 평 인가요?","","","","상가, 몇 평","","상가/매물"
"점원","30평 가량 됩니다. ","I","부동산","상가","0","2","면적문의","","A","","","","","30평 가량 됩니다. ","30평","","30평/평수"
"고객","관리비 포함인가요?","I","부동산","상가","1","3","관리비유무문의","","Q","","관리비 포함인가요?","","","","관리비, 포함","",""
"점원","아뇨 관리비는 따로 있습니다. ","I","부동산","상가","0","4","관리비유무문의","","A","","","","","아뇨 관리비는 따로 있습니다. ","관리비","",""
"고객","여기 유동인구는 좀 있어요?","I","부동산","상가","1","5","상권문의","","Q","","여기 유동인구는 좀 있어요?","","","","유동인구","",""
"점원","네 유동인구는 많습니다. ","I","부동산","상가","0","6","상권문의","","A","","","","","네 유동인구는 많습니다. ","유동인구","",""
"고객","1년치 미리 내면 좀 깎아 주실 수 있나요?","I","부동산","상가","1","7","보증금과월임대료조정이가능한지문의","","Q","","1년치 미리 내면 좀 깎아 주실 수 있나요?","","","","1년치, 미리","","1년치/기간"
"점원","네 가능합니다. ","I","부동산","상가","0","8","보증금과월임대료조정이가능한지문의","","A","","","","","네 가능합니다. ","가능","",""
"고객","보증금 올리고 월세 낮추고 싶은데 가능한가요?","I","부동산","상가","1","9","보증금과월임대료조정이가능한지문의","","Q","","보증금 올리고 월세 낮추고 싶은데 가능한가요?","","","","보증금, 월세, 가능","",""
"점원","네 조절 가능합니다.","I","부동산","상가","0","10","보증금과월임대료조정이가능한지문의","","A","","","","","네 조절 가능합니다.","조절 가능","",""
"고객","사무실 용도로 집을 알아보려고 하는데요","I","부동산","상가","1","1","사무실이용에맞는매물의뢰","","Q","","사무실 용도로 집을 알아보려고 하는데요","","","","사무실, 용도, 집","","사무실/용도, 집/매물"
"점원","사무실 용도로 필요하시면 오피스텔이군요","I","부동산","상가","0","2","사무실이용에맞는매물의뢰","용도문의","Q","","","사무실 용도로 필요하시면 오피스텔이군요","","","사무실, 용도, 필요, 오피스텔","","사무실/용도, 오피스텔/매물"
"고객","네 주거용 말구요","I","부동산","상가","1","3","사무실이용에맞는매물의뢰","용도문의","A","","","","네 주거용 말구요","","주거용","","주거용/용도"
"점원","권리금이 있는 쪽이 좋으신가요?","I","부동산","상가","0","4","보증금월세시설비권리금문의","권리금","Q","","","권리금이 있는 쪽이 좋으신가요?","","","권리금","",""
"고객","아뇨 권리금은 없는 쪽이 좋아요","I","부동산","상가","1","5","보증금월세시설비권리금문의","권리금","A","","","","아뇨 권리금은 없는 쪽이 좋아요","","권리금","",""
"점원","보증금과 월세는 어느 선까지 보셨나요?","I","부동산","상가","0","6","보증금월세시설비권리금문의","보증금월세문의","Q","","","보증금과 월세는 어느 선까지 보셨나요?","","","보증금, 월세, 어느 선","",""
"고객","보증금은 2천만원 월세는 150만원 이하로 보고 있어요","I","부동산","상가","1","7","보증금월세시설비권리금문의","보증금월세문의","A","","","","보증금은 2천만 원 월세는 150만 원 이하로 보고 있어요","","보증금, 2천만 원, 월세, 150만 원, 이하","","2천만 원/보증금, 150만 원/월세금"
"점원","음 그렇게 많지는 않을 것 같은데 일단 찾아보겠습니다","I","부동산","상가","0","8","사무실이용에맞는매물의뢰","","A","1","","","","음 그렇게 많지는 않을 것 같은데 일단 찾아보겠습니다","","",""
"고객","네 평수가 작아도 좋습니다","I","부동산","상가","1","9","사무실매물추천문의","","Q","","네 평수가 작아도 좋습니다","","","","평수","",""
"점원","네 그럼 연락처 알려주시겠습니까?","I","부동산","상가","0","10","사무실매물추천문의","연락처요청","Q","","","네 그럼 연락처 알려주시겠습니까?","","","연락처","",""
"고객","직원 3명 정도 사용할 수 있는 사무실이 있나요?","I","부동산","상가","1","1","사무실이용에맞는매물의뢰","","Q","","직원 3명 정도 사용할 수 있는 사무실이 있나요?","","","","직원, 3명, 사용, 사무실","","3명/인원, 사무실/용도"
"점원","전세로 알아보고 계시나요?","I","부동산","상가","0","2","사무실이용에맞는매물의뢰","전월세","Q","","","전세로 알아보고 계시나요?","","","전세","","전세/매물형태"
"고객","네, 전세로 알아보고 있어요.","I","부동산","상가","1","3","사무실이용에맞는매물의뢰","전월세","A","","","","네, 전세로 알아보고 있어요.","","전세","","전세/매물형태"
"점원","금액은 어느정도로 생각하세요?","I","부동산","상가","0","4","사무실이용에맞는매물의뢰","금액문의","Q","","","금액은 어느 정도로 생각하세요?","","","금액, 어느 정도, 생각","",""
"고객","2억원 대도 있나요?","I","부동산","상가","1","5","금액대별매물문의","","Q","","2억원 대도 있나요?","","","","2억원 대","","2억원 대/전세금"
"점원","네, 그럼요.","I","부동산","상가","0","6","금액대별매물문의","","A","","","","","네, 그럼요.","","",""
"고객","지금 직접 가볼 수 있나요?","I","부동산","상가","1","7","매물보기요청","","Q","","지금 직접 가볼 수 있나요?","","","","지금","",""
"점원","네, 그럼요.","I","부동산","상가","0","8","매물보기요청","","A","","","","","네, 그럼요.","","",""
"고객","2억원 대 사무실이 몇 군데 정도 나와있나요?","I","부동산","상가","1","9","보러가는매물개수문의","","Q","","2억원 대 사무실이 몇 군데 정도 나와있나요?","","","","2억원 대, 사무실, 몇 군데","","2억원 대/전세금, 사무실/매물"
"점원","5군데 정도 있네요.","I","부동산","상가","0","10","보러가는매물개수문의","","A","","","","","5군데 정도 있네요.","5군데","","5군데/수량"
"고객","상가 보러 왔는데 매물 있나요?","I","부동산","상가","1","1","불특정지역상가건물매매매물문의","","Q","","상가 보러 왔는데 매물 있나요?","","","","상가, 매물","","상가/매물"
"점원","상가매매인가요?","I","부동산","상가","0","2","불특정지역상가건물매매매물문의","상가매매문의","Q","","","상가매매인가요?","","","상가매매","","상가매매/매물"
"고객","임대자리 보고 있는데요","I","부동산","상가","1","3","불특정지역상가건물매매매물문의","상가매매문의","A","","","","임대자리 보고 있는데요","","임대자리","","임대자리/용도"
"점원","몇 평 짜리 보시나요?","I","부동산","상가","0","4","불특정상가건물임대매매문의","면적","Q","","","몇 평짜리 보시나요?","","","몇 평짜리","",""
"고객","30평짜리 한의원 자리 있을까요?","I","부동산","상가","1","5","상가임차의뢰","","Q","","30평 짜리 한의원 자리 있을까요?","","","","30평 짜리, 한의원 자리","","30평 짜리/평수, 한의원 자리/용도"
"점원","오늘은 의원 자리 나온 매물이 없습니다","I","부동산","상가","0","6","상가임차의뢰","","A","","","","","오늘은 의원 자리 나온 매물이 없습니다","오늘, 의원 자리, 매물","",""
"고객","그럼 매물 생기면 연락 주시겠어요?","I","부동산","상가","1","7","추후연락","","Q","","그럼 매물 생기면 연락 주시겠어요?","","","","매물, 연락","",""
"점원","네 전화번호 남겨주세요","I","부동산","상가","0","8","추후연락","연락처요청","Q","","","네 전화번호 남겨주세요","","","전화번호","",""
"고객","여기 있습니다","I","부동산","상가","1","9","추후연락","연락처요청","A","","","","여기 있습니다","","여기","",""
"점원","매물 나는 대로 바로 연락드릴게요","I","부동산","상가","0","10","추후연락","","A","7","","","","매물 나는 대로 바로 연락드릴게요","매물, 연락","",""
"고객","이 상가는 몇 평인가요?","I","부동산","상가","1","1","면적문의","","Q","","이 상가는 몇 평인가요?","","","","상가, 몇 평","","상가/매물"
"점원","46평입니다","I","부동산","상가","0","2","면적문의","","A","","","","","46평입니다","46평","","46평/평수"
"고객","관리비는 얼마인가요?","I","부동산","상가","1","3","보증금월세시설비권리금문의","","Q","","관리비는 얼마인가요?","","","","관리비, 얼마","",""
"점원","10만원입니다","I","부동산","상가","0","4","보증금월세시설비권리금문의","","A","","","","","10만 원입니다","10만 원","","10만 원/관리비"
"고객","언제 입점 가능한가요?","I","부동산","상가","1","5","입주가능일문의","","Q","","언제 입점 가능한가요?","","","","언제, 입점, 가능","",""
"점원","다음 달이요","I","부동산","상가","0","6","입주가능일문의","","A","","","","","다음 달이요","다음 달","","다음 달/날짜"
"고객","매물주가 직접 내놓았나요?","I","부동산","상가","1","7","임대인직접계약문의","","Q","","매물주가 직접 내놓았나요?","","","","매물주","",""
"점원","네 그렇습니다","I","부동산","상가","0","8","임대인직접계약문의","","A","","","","","네 그렇습니다","","",""
"고객","권리금은 얼마인가요?","I","부동산","상가","1","9","보증금월세시설비권리금문의","","Q","","권리금은 얼마인가요?","","","","권리금, 얼마","",""
"점원","100만원입니다","I","부동산","상가","0","10","보증금월세시설비권리금문의","","A","","","","","100만 원입니다","100만원","","100만원/권리금"
"고객","사무실 찾는데 매물있나요?","I","부동산","상가","1","1","매물보기요청","","Q","","사무실 찾는데 매물있나요?","","","","사무실, 매물","","사무실/용도"
"점원","네, 있습니다.","I","부동산","상가","0","2","매물보기요청","","A","","","","","네, 있습니다.","","",""
"고객","대로변으로 사무실을 찾습니다.","I","부동산","상가","1","3","위치문의","","Q","","대로변으로 사무실을 찾습니다.","","","","대로변, 사무실","","대로변/위치, 사무실/매물"
"점원","그 조건의 매물은 지금 없습니다.","I","부동산","상가","0","4","위치문의","","A","","","","","그 조건의 매물은 지금 없습니다.","조건, 매물, 지금","",""
"고객","중개료 법인카드로 결제 가능한가요?","I","부동산","상가","1","5","중개보수현금카드법인카드결제문의","","Q","","중개료 법인카드로 결제 가능한가요?","","","","중개료, 법인카드, 결제, 가능","","법인카드/결제방식"
"점원","네, 가능합니다.","I","부동산","상가","0","6","중개보수현금카드법인카드결제문의","","A","","","","","네, 가능합니다.","가능","",""
"고객","계약서 작성은 어디서 하나요?","I","부동산","상가","1","7","계약서작성장소문의","","Q","","계약서 작성은 어디서 하나요?","","","","계약서, 작성","",""
"점원","저희 사무실에서 합니다. ","I","부동산","상가","0","8","계약서작성장소문의","","A","","","","","저희 사무실에서 합니다. ","저희, 사무실","",""
